indikator,satuan,jenis_tanaman,tahun,nilai,kategori_nilai
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Sawah",2013,53,"Angka Ramalan I"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Jagung",2013,48,"Angka Ramalan I"
"Produktivitas - bersumber Kementerian Pertanian","Ton/Pohon","Kacang Hijau",2013,11,"Angka Ramalan I"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kacang Tanah",2013,14,"Angka Ramalan I"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kedelai",2013,14,"Angka Ramalan I"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Jalar",2013,151,"Angka Ramalan I"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Kayu",2013,216,"Angka Ramalan I"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi",2014,0,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Ladang",2014,0,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Padi Sawah",2014,0,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Jagung",2014,0,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ton/Pohon","Kacang Hijau",2014,0,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kacang Tanah",2014,0,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Kedelai",2014,0,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Jalar",2014,0,"Angka Tetap"
"Produktivitas - bersumber Kementerian Pertanian","Ku/Ha","Ubi Kayu",2014,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1969,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1969,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1969,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1969,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1969,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1969,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1969,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1969,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1969,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1970,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1970,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1970,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1970,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1970,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1970,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1970,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1970,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1970,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1971,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1971,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1971,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1971,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1971,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1971,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1971,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1971,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1971,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1972,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1972,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1972,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1972,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1972,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1972,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1972,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1972,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1972,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1973,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1973,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1973,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1973,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1973,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1973,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1973,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1973,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1973,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1974,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1974,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1974,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1974,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1974,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1974,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1974,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1974,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1974,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1975,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1975,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1975,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1975,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1975,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1975,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1975,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1975,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1975,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1976,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1976,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1976,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1976,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1976,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1976,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1976,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1976,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1976,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1977,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1977,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1977,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1977,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1977,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1977,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1977,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1977,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1977,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1978,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1978,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1978,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1978,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1978,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1978,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1978,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1978,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1978,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1979,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1979,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1979,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1979,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1979,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1979,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1979,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1979,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1979,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1980,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1980,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1980,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1980,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1980,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1980,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1980,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1980,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1980,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1981,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1981,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1981,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1981,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1981,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1981,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1981,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1981,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1981,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1982,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1982,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1982,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1982,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1982,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1982,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1982,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1982,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1982,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1983,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1983,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1983,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1983,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1983,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1983,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1983,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1983,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1983,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1984,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1984,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1984,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1984,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1984,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1984,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1984,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1984,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1984,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1985,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1985,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1985,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1985,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1985,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1985,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1985,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1985,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1985,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1986,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1986,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1986,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1986,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1986,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1986,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1986,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1986,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1986,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1987,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1987,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1987,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1987,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1987,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1987,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1987,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1987,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1987,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1988,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1988,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1988,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1988,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1988,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1988,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1988,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1988,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1988,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1989,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1989,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1989,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1989,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1989,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1989,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1989,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1989,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1989,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1990,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1990,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1990,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1990,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1990,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1990,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1990,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1990,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1990,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1991,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1991,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1991,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1991,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1991,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1991,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1991,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1991,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1991,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1992,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1992,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1992,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1992,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1992,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1992,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1992,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1992,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1992,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1993,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1993,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1993,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1993,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1993,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1993,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1993,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1993,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1993,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1994,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1994,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1994,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1994,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1994,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1994,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1994,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1994,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1994,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1995,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1995,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1995,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1995,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1995,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1995,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1995,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1995,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1995,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1996,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1996,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1996,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1996,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1996,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1996,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1996,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1996,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1996,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1997,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1997,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1997,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1997,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1997,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1997,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1997,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1997,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1997,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1998,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1998,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1998,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1998,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1998,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1998,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1998,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1998,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1998,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",1999,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",1999,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Sawah",1999,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Jagung",1999,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ton/Pohon","Kacang Hijau",1999,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kacang Tanah",1999,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Kedelai",1999,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Jalar",1999,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Ubi Kayu",1999,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi",2000,0,"Angka Tetap"
" Produktivitas - bersumber BPS","Ku/Ha","Padi Ladang",2000,0,"Angka Tetap"
