indikator,satuan,jenis_tanaman,tahun,nilai,kategori_nilai
" Luas Panen - bersumber BPS","Ha","Jagung",1979,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1979,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1979,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1979,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1979,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1979,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1980,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1980,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1980,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",1980,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1980,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1980,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1980,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1980,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1980,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1981,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1981,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1981,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",1981,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1981,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1981,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1981,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1981,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1981,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1982,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1982,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1982,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",1982,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1982,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1982,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1982,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1982,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1982,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1983,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1983,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1983,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",1983,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1983,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1983,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1983,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1983,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1983,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1984,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1984,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1984,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",1984,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1984,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1984,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1984,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1984,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1984,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1985,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1985,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1985,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",1985,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1985,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1985,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1985,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1985,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1985,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1986,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1986,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1986,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",1986,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1986,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1986,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1986,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1986,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1986,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1987,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1987,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1987,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",1987,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1987,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1987,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1987,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1987,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1987,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1988,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1988,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1988,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",1988,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1988,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1988,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1988,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1988,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1988,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1989,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1989,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1989,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",1989,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1989,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1989,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1989,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1989,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1989,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1990,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1990,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1990,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",1990,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1990,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1990,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1990,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1990,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1990,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1991,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1991,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1991,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",1991,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1991,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1991,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1991,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1991,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1991,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1992,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1992,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1992,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",1992,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1992,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1992,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1992,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1992,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1992,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1993,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1993,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1993,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",1993,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1993,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1993,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1993,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1993,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1993,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1994,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1994,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1994,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",1994,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1994,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1994,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1994,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1994,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1994,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1995,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1995,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1995,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",1995,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1995,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1995,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1995,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1995,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1995,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1996,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1996,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1996,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",1996,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1996,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1996,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1996,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1996,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1996,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1997,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1997,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1997,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",1997,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1997,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1997,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1997,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1997,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1997,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1998,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1998,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1998,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",1998,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1998,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1998,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1998,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1998,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1998,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",1999,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",1999,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",1999,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",1999,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",1999,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",1999,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",1999,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",1999,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",1999,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",2000,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",2000,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",2000,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",2000,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",2000,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",2000,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",2000,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",2000,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",2000,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",2001,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",2001,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",2001,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",2001,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",2001,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",2001,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",2001,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",2001,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",2001,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",2002,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",2002,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",2002,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",2002,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",2002,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",2002,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",2002,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",2002,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",2002,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",2003,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",2003,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",2003,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",2003,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",2003,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",2003,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",2003,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",2003,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",2003,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",2004,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",2004,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",2004,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",2004,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",2004,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",2004,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",2004,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",2004,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",2004,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",2005,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",2005,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",2005,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",2005,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",2005,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",2005,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",2005,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",2005,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",2005,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",2006,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",2006,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",2006,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",2006,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",2006,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",2006,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",2006,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",2006,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",2006,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",2007,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",2007,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",2007,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",2007,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",2007,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",2007,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",2007,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",2007,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",2007,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",2008,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",2008,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",2008,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",2008,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",2008,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",2008,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",2008,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",2008,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",2008,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",2009,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",2009,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",2009,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",2009,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",2009,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",2009,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",2009,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",2009,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",2009,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",2010,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",2010,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",2010,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",2010,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",2010,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",2010,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kedelai",2010,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",2010,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",2010,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi",2011,13224379,"Angka Ramalan III"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",2011,1048114,"Angka Ramalan III"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",2011,12176265,"Angka Ramalan III"
" Luas Panen - bersumber BPS","Ha","Jagung",2011,3869855,"Angka Ramalan III"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",2011,292040,"Angka Ramalan III"
" Luas Panen - bersumber BPS","Ha","Kacang Tanah",2011,540489,"Angka Ramalan III"
" Luas Panen - bersumber BPS","Ha","Kedelai",2011,631425,"Angka Ramalan III"
" Luas Panen - bersumber BPS","Ha","Ubi Jalar",2011,177605,"Angka Ramalan III"
" Luas Panen - bersumber BPS","Ha","Ubi Kayu",2011,1203293,"Angka Ramalan III"
" Luas Panen - bersumber BPS","Ha","Padi",2012,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Ladang",2012,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Padi Sawah",2012,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Jagung",2012,0,"Angka Tetap"
" Luas Panen - bersumber BPS","Ha","Kacang Hijau",2012,0,"Angka Tetap"
